city;subject;shop_id;latitude;longitude;distance_adm_cent;count_population;pop_dens;count_shop_id_city;dist_shop_id;count_shop_id_km;dist_competitor_1;dist_competitor_2;dist_competitor_3;dist_competitor_4;min_dist_tertiary;min_dist_secondary;min_dist_road;min_dist_primary;min_dist_footway;n_traffic_signals;min_dist_traffic_signals;n_parking_space;min_dist_parking_space;min_dist_parking;n_parking_entrance;min_dist_parking_entrance;n_parking;n_bus_stop;min_dist_bus_stop;n_tram_stop;min_dist_tram_stop;n_apartments;min_dist_apartments;n_house;min_dist_house;n_residential;min_dist_residential;n_dormitory;min_dist_dormitory;n_terrace;min_dist_terrace;n_industrial;min_dist_industrial;n_office;min_dist_office;n_cinema;min_dist_cinema;n_marketplace;min_dist_marketplace;n_restaurant;min_dist_restaurant;n_nightclub;min_dist_nightclub;n_university;min_dist_university;n_college;min_dist_college;n_fast_food;min_dist_fast_food;n_food_court;min_dist_food_court;n_bank;min_dist_bank;n_fuel;min_dist_fuel;sale_k
Курск;Курская область;884;51.72;36.17;0.0;1115237;24625.158801165;42;359.8660622078743;2;137.43547981848891;606.9494986112297;10000.0;10000.0;151.08049760693487;373.6084194479776;0.0;90.31840516164156;34.177000024401146;12.0;92.0194510916704;0.0;0.0;103.65487014049714;0.0;2240.9227654200954;58.0;29.0;145.4195919327921;6.0;786.1441134869432;128.0;6.69912167530341;296.0;214.12280697822388;20.0;207.2837802153072;0.0;2407.5761941980622;0.0;0.0;21.0;124.1587320134753;1.0;544.2255219976435;1.0;357.8465864044153;1.0;978.923389812982;9.0;336.46329818719664;0.0;1014.8233475946573;2.0;792.5742872065637;5.0;449.4777947885102;3.0;833.8405782420117;1.0;889.791413310229;11.0;77.65682492785417;2.0;869.4332404669037;2
Октябрьский Башкирия;Республика Башкортостан;885;54.48;53.46;2.8317920260141016;113929;16080.810276651206;13;555.5499999994631;4;240.3676813306169;382.32174416801035;10000.0;10000.0;34.61740358413805;354.6111473409091;0.0;265.08105149698105;79.17077762529755;10.0;88.42053176021696;0.0;0.0;491.50665823208124;0.0;0.0;2.0;4.0;298.3346806732686;0.0;0.0;201.0;1.1624838369373849;344.0;233.6535555879816;24.0;157.0659376405481;4.0;296.88799722554523;0.0;0.0;2.0;951.416833799566;0.0;1257.3307491015166;1.0;684.5881859652076;0.0;0.0;4.0;529.9588934364981;0.0;3997.043077143532;2.0;527.4629039348848;2.0;543.6281311247122;3.0;240.45734194836072;0.0;0.0;9.0;143.22577909383733;1.0;810.2423744823449;0
Лихославль;Тверская область;886;57.12;35.47;0.5191585557736775;11594;18070.464753372384;2;709.0176267986577;1;245.95246957534147;309.51664429560105;10000.0;10000.0;218.17612570558842;606.3861904436932;0.0;208.65806924559246;66.82639569463032;0.0;0.0;0.0;0.0;54.049150692947066;0.0;0.0;7.0;7.0;229.70764476744617;0.0;0.0;25.0;270.9679161452462;104.0;310.6962458842178;1.0;754.4938315560187;3.0;265.0984820000722;0.0;0.0;0.0;1623.9029005641205;1.0;445.8414716771096;0.0;0.0;1.0;114.36457853662444;1.0;711.2161726149617;0.0;0.0;0.0;0.0;2.0;379.6108109283405;2.0;338.1410212979066;0.0;0.0;1.0;890.6702106548065;0.0;2215.670951076993;1
Андреевка;Московская область;887;55.97;37.15;0.7601032350181153;11420;4842.14393678841;1;732.4837739263061;1;10000.0;427.44870461902406;1040.2293610379666;10000.0;1150.2354598345835;370.4506601422701;0.0;0.0;171.21664731125082;0.0;1037.9524526526177;0.0;0.0;61.845262933637116;0.0;0.0;5.0;1.0;953.6779222642692;0.0;0.0;45.0;11.096383758723086;8.0;654.6978724428941;2.0;42.618450980121814;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1000.0941782771484;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1054.8712403881566;1
Нижний Тагил;Свердловская область;888;57.95;59.99;1.363105712096086;353950;;43;947.0457444415202;1;10000.0;164.05194902203138;10000.0;10000.0;895.1715319641887;36.01482069041859;4749.245674203721;3061.797039841603;179.2530822689264;0.0;2201.261211197559;0.0;0.0;157.88706646422128;0.0;0.0;3.0;2.0;254.31299666921944;0.0;1194.6269224379753;0.0;2484.259544589851;0.0;7131.399132904264;0.0;4726.307623068983;0.0;6629.651229591239;0.0;0.0;24.0;587.8729446881497;0.0;0.0;0.0;1510.5715644828492;0.0;1074.8214980200044;0.0;2554.4982488278124;0.0;2988.872013626099;0.0;3460.1730241685327;0.0;1006.5772071496864;0.0;3414.081129964224;0.0;0.0;1.0;918.9167464701297;2.0;433.72011365832566;0
Екатеринбург;Свердловская область;889;56.85;60.64;0.24474387614196572;1468833;36910.2978694139;161;462.4098657814525;5;55.55500000026527;10000.0;10000.0;10000.0;57.932194716716054;27.942922423893037;3018.655955555615;591.5035399860815;37.48126639769225;21.0;64.08211641440943;0.0;3130.520073613425;172.70451864468555;1.0;375.1673325316352;96.0;29.0;22.260268676387682;16.0;42.87367125467525;216.0;267.7854468253072;0.0;1000.6469116672683;4.0;237.43008249722087;8.0;497.217271721529;0.0;10006.56049897311;1.0;812.9980289695351;15.0;77.0850991445062;0.0;1390.8618946404285;0.0;1285.982842716867;16.0;225.38713558131855;1.0;841.3499143867754;14.0;375.15785630549277;8.0;121.75329239002224;16.0;295.1322167956372;0.0;2126.3753171632034;19.0;192.94206988829632;3.0;768.5005184251172;0
Курчатов;Курская область;890;51.66;35.69;0.0;38344;17545.522603355512;4;778.0873923818804;2;435.7438992093896;24.844951298118797;10000.0;10000.0;694.216981668588;74.44529375212348;0.0;112.72486889036524;91.19037235297556;1.0;694.2169816692953;0.0;0.0;636.6811689783779;0.0;0.0;3.0;15.0;30.914573658806553;0.0;0.0;9.0;404.2776245658615;0.0;0.0;1.0;484.49594236370996;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2960.983151881817;0.0;0.0;0.0;2606.890305422622;0.0;0.0;0.0;0.0;0.0;2388.152517367454;0.0;2608.871226651937;0.0;0.0;2.0;477.66485003604276;0.0;1398.8652095222512;1
Новокуйбышевск;Самарская область;891;53.09;49.95;0.3793178442467428;102933;33942.99209994362;4;682.2190192089668;1;173.5593682980986;618.4347067061251;10000.0;10000.0;59.32309537285995;22.02424215949554;3096.728438940185;940.9233343500554;399.8352682887456;6.0;397.9863129547895;0.0;0.0;186.68331980019803;0.0;0.0;16.0;2.0;893.3613695266909;0.0;0.0;24.0;702.3868439514326;0.0;1486.7753285280053;1.0;474.55022519429167;0.0;0.0;0.0;0.0;0.0;5481.370680654759;0.0;1145.3231422390033;0.0;0.0;0.0;1013.860746825964;1.0;584.9926899639662;0.0;1723.0393805499482;1.0;975.1016249217407;5.0;174.40863511527562;1.0;777.8443900218762;0.0;0.0;1.0;959.0055690530536;1.0;641.9125428730288;1
Челябинск;Челябинская область;892;55.11;61.46;0.1951412956039847;1202371;1150.9027562439144;198;771.3947285403615;3;11.110999999579363;190.1896844021266;10000.0;10000.0;108.88062257748959;658.512476288636;4527.985481681629;38.578076904771535;25.20322859563333;4.0;38.578076904770754;0.0;0.0;315.5534471252331;0.0;0.0;10.0;0.0;1155.1637128161042;4.0;643.0984565668862;4.0;558.9932927041021;11.0;714.902587595036;1.0;586.599371875701;0.0;5233.7761661856375;0.0;13066.758880453865;0.0;2578.644782535565;0.0;2923.8661953812652;0.0;5058.108971412489;0.0;1084.2590601319714;1.0;858.5391580094023;0.0;5118.604135859548;0.0;4452.098500662185;2.0;588.7287978231146;0.0;2048.4180342300488;0.0;3741.2899828355908;0.0;1556.8165811754145;0.0;1128.767096423062;0
Уфа;Республика Башкортостан;893;54.76;56.01;0.2731583116436415;1120547;60312.39796380937;80;741.1961470830952;4;10000.0;268.7392375241437;10000.0;10000.0;348.0796048886506;238.957369057794;3054.2374402042933;80.6203627057561;75.46702479493007;11.0;261.08698235706044;0.0;0.0;308.15609902152494;0.0;2243.8298004651006;17.0;18.0;178.94918571497718;4.0;720.4092626864451;1.0;982.1950248889473;0.0;1115.1965208403901;0.0;1081.1341447243417;0.0;2864.4902839198767;0.0;0.0;0.0;1739.6826247039444;0.0;1594.4512750923595;0.0;1257.4189058927138;2.0;667.667772522157;4.0;168.75706774873026;0.0;1379.5685277575567;0.0;1053.7091605278713;1.0;671.3055928128027;2.0;238.26164899325985;0.0;5633.147620363347;19.0;202.45139201431462;2.0;407.13092303096283;1
Пермь;Пермский край;894;58.11;56.3;0.1415740941062416;2623122;19516.67043566276;85;547.1532951789103;1;116.0022456203482;647.1144078385937;10000.0;10000.0;266.45726640817816;144.13791831721545;4948.395626421206;1375.2341979948426;142.67951760714874;1.0;890.7027371786348;0.0;0.0;140.01828754328778;0.0;10576.823254738423;4.0;17.0;227.78263410288776;0.0;8704.627128221706;1.0;566.3831280282151;1.0;686.6028092772189;0.0;1447.726719661441;0.0;8231.656199619947;0.0;0.0;0.0;1577.294456649027;0.0;11084.578039698694;1.0;446.24615129485437;1.0;813.8054739710002;2.0;282.22347941749223;0.0;9769.963333356252;0.0;5811.131069440832;0.0;1151.4385682240345;0.0;6039.068750478926;0.0;15233.534188175005;3.0;748.2612298258362;2.0;491.00237467651016;2
Приютово;Республика Башкортостан;895;53.9;53.93;2.518639442439717;19653;9256.861120537556;3;456.76887206778895;1;329.04321831221273;100.61438427004627;10000.0;10000.0;19.579227767236734;597.2763978056959;0.0;0.0;40.00953902342992;1.0;232.4875689983139;0.0;0.0;201.97651793462174;0.0;0.0;9.0;4.0;571.6063930780963;0.0;0.0;202.0;10.847541481923695;76.0;342.11499571708754;6.0;554.3794912759433;1.0;166.6777568158976;0.0;0.0;16.0;305.55907285721764;0.0;0.0;0.0;0.0;1.0;317.6118719869762;0.0;0.0;0.0;0.0;0.0;0.0;1.0;612.5228484817387;0.0;0.0;0.0;0.0;3.0;424.7995342420462;0.0;1668.002563927226;1
Магнитогорск;Челябинская область;896;53.44;58.98;3.1633763749241153;416521;410.8661971830987;68;448.4496503609137;2;10000.0;240.36768132952213;10000.0;10000.0;334.11314687608467;86.04351093144886;7578.470914360365;221.2188573735925;16.725026099954718;9.0;258.0146067527372;0.0;0.0;220.10939976947785;0.0;4396.3891468331485;54.0;15.0;91.64184760743849;18.0;100.11870635494188;2.0;947.7582411585716;0.0;1133.4383650392947;0.0;1613.6324704480026;0.0;8460.923215473302;0.0;0.0;3.0;398.8919919569198;0.0;1446.1090705630988;1.0;863.1165908674698;0.0;2414.0731008203493;1.0;892.3004412041072;0.0;1622.0038469223612;0.0;1495.2682350419227;2.0;780.6011663229361;1.0;895.3137292698216;0.0;0.0;1.0;679.6921866202988;0.0;1186.7941283262041;0
Свердловский;Московская область;897;55.9;38.15;0.25078470838748723;10440;4541.289567297785;3;520.4409479218633;1;105.40820124639657;10000.0;10000.0;10000.0;349493.85550419235;344721.52879754786;368241.9875175116;0.0;361487.4413410633;0.0;377500.14417497755;0.0;0.0;361520.2383931157;0.0;0.0;0.0;0.0;361435.5371217214;0.0;0.0;0.0;368121.1072737758;0.0;0.0;0.0;352092.3832756502;0.0;0.0;0.0;0.0;0.0;360688.2587258151;0.0;0.0;0.0;0.0;0.0;378158.4442175232;0.0;0.0;0.0;0.0;0.0;0.0;0.0;378884.3692720785;0.0;0.0;0.0;0.0;0.0;377976.4589520421;0.0;361631.6546214231;2
Красногорск;Московская область;898;55.83;37.27;0.6374324767659716;161525;9967.269678066397;6;833.3990700415037;1;1087.346325794313;1074.3251123516816;10000.0;10000.0;699.2691369088476;2424.417156516024;0.0;72.07480517722149;50.42214410191738;3.0;316.7686731808524;0.0;0.0;116.2501686742112;10.0;96.40733686630918;13.0;9.0;277.87363272895465;0.0;8444.42073121061;30.0;0.7865171862811611;233.0;459.78947715477136;0.0;4482.6387138414675;0.0;1436.8312600307718;0.0;5316.659388589987;6.0;961.2833515392267;0.0;1073.8487867324077;0.0;3869.0797377838708;1.0;526.968584878467;3.0;448.7468840088612;0.0;2096.377678205926;0.0;4370.1095021736965;0.0;3702.4261175846796;3.0;196.8482754297777;0.0;7516.574525802407;0.0;1368.390923866807;2.0;173.5294216739722;0
Ишимбай;Республика Башкортостан;899;53.43;56.06;1.4085651648603255;65422;14965.659467087406;9;536.6739521273923;1;691.564920707731;126.68489148274693;1296.9921271719227;10000.0;846.3053428930065;223.47186456800583;0.0;0.0;503.5065698034922;0.0;0.0;0.0;0.0;183.20074382928055;0.0;0.0;1.0;14.0;175.53740564044122;0.0;0.0;0.0;2578.8983848240273;0.0;0.0;30.0;30.52596469156452;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2567.2410864991625;0.0;2604.7492926094706;0.0;0.0;0.0;1920.222708699074;0.0;2225.854412720782;0.0;0.0;0.0;0.0;1.0;206.50510913395112;0.0;1582.6749847406925;1
Киров;Кировская область;900;58.58;49.64;0.12060475406881747;507155;22849.86741925021;42;322.9843668736432;3;1663.5731164738643;1048.504043151433;10000.0;10000.0;571.8343968695391;96.54606402287529;9451.750742117658;245.25495611552867;294.0748441789896;8.0;525.0756036340402;0.0;0.0;8.815056658272935;0.0;3658.94875142904;8.0;27.0;236.49816687007493;0.0;0.0;216.0;208.54056475949776;96.0;218.56530931846763;1.0;924.1425988692977;0.0;2370.724706858401;0.0;11288.743919775665;0.0;1666.3057471029879;0.0;2529.121909610249;1.0;858.5114910490387;0.0;2407.8738414942113;0.0;3418.1884170628405;0.0;3210.926618808709;0.0;2346.372157269781;2.0;650.5264857324197;1.0;936.4473574985486;0.0;5335.385294002199;3.0;674.9343023390367;0.0;1355.4122861391454;2
Рязань;Рязанская область;901;54.64;39.65;0.18800964697057274;1121474;25359.910802579878;48;604.1973412699494;3;561.8475761248123;1022.4535149472416;10000.0;10000.0;137.99500272070492;1016.0328626914104;2443.495265659757;1010.2263899040182;198.2855361988421;3.0;285.2911054858459;0.0;0.0;91.52455074322016;0.0;5810.312192582878;18.0;24.0;144.37333663866775;0.0;0.0;217.0;10.994421223317184;7.0;532.8757396916646;0.0;2551.261414299312;0.0;1096.56035140217;0.0;0.0;6.0;502.78533040626036;4.0;312.0220361488268;0.0;1593.798846935628;4.0;210.0450259073021;1.0;786.8830759665442;0.0;2510.050968326081;0.0;1878.2796613364685;1.0;446.75144085347335;1.0;702.9475581568306;0.0;0.0;4.0;353.67737668053735;1.0;725.5850026248247;1
Йошкар-Ола;Республика Марий Эл;902;56.64;47.86;0.09417485410129586;682333;39675.26703872922;30;655.925535929905;2;268.73923752424156;1089.78464295536;534.484142696375;10000.0;201.8212158564799;146.34190194333172;2871.193498569941;1269.3963085835835;7.707625190975376;11.0;532.4150992011048;0.0;0.0;18.572229449208226;0.0;0.0;53.0;25.0;180.96423843782398;0.0;0.0;26.0;7.337974804188177;2.0;357.7267488491368;13.0;107.74609622165056;0.0;1103.5006700293022;0.0;0.0;2.0;581.2704883564679;0.0;1030.8628744766413;0.0;1900.4028893475927;0.0;4958.4432787722135;1.0;674.9805968566963;1.0;523.1808036201475;1.0;985.611754373255;0.0;1043.7445419848702;0.0;1675.4410690563416;0.0;0.0;4.0;121.1410585960995;3.0;188.2420876428881;1
Сургут;Ханты-Мансийский автономный округ;903;61.26;73.39;4.336938119047816;360590;;43;484.44469676247184;3;584.7807017760026;222.22000000027157;10000.0;10000.0;30.589874265117544;213.53509813239552;0.0;259.7461594098313;19.649092145331224;15.0;214.2889261886231;0.0;0.0;221.1071631459933;0.0;1065.9675417885358;47.0;35.0;256.6968573389253;0.0;0.0;267.0;46.96773966100026;0.0;1264.1379919076028;0.0;1879.9931876609205;1.0;956.8767113514946;0.0;2548.9495827912306;14.0;562.7308299427872;5.0;695.4917488251415;1.0;598.1226839126477;1.0;314.49671826321776;6.0;398.8097239621447;0.0;1385.615708577042;2.0;521.3857939366227;0.0;1137.0801640177526;6.0;237.27941299510948;1.0;603.3830827433445;34.0;331.26824871055453;0.0;1223.6689413820993;0
Нижний Новгород;Нижегородская область;904;56.31;43.98;0.10941823074789855;3234752;2831.854986987583;89;472.7074370158739;2;982.8682830498975;10000.0;10000.0;10000.0;96.64186947614289;186.5314978429693;12187.87485562001;537.7024878538534;115.97263630767937;27.0;187.37163679457882;0.0;12441.99495562109;322.0954495983972;2.0;672.1545510370686;30.0;18.0;194.56868058617496;14.0;132.13818823814546;90.0;4.991288122930922;0.0;1041.4273711974831;1.0;435.552510252444;0.0;1075.107866133538;0.0;7393.027843012004;0.0;1358.3982330154065;12.0;497.08849683349365;1.0;882.8125377175937;1.0;630.4508275205995;15.0;284.8954233393879;1.0;730.149725658277;4.0;334.7422461326038;1.0;868.733845053113;15.0;378.34722524722673;0.0;2437.4279236479942;13.0;517.0326378133309;0.0;1272.758043605376;1
Электросталь;Московская область;905;55.78;38.44;0.5486270007145068;158226;31176.813088114613;19;333.51513192210126;4;795.4265491700907;478.67652937692225;10000.0;10000.0;110.04564512352057;112.06661665655096;0.0;0.0;99.78240705918614;6.0;112.0666166558441;0.0;0.0;345.05239074861;0.0;3383.267572471881;35.0;24.0;116.22672105152849;0.0;0.0;5.0;731.3424011829062;1.0;440.4478218417823;0.0;2360.325313691549;0.0;0.0;0.0;0.0;0.0;1181.7250181792515;0.0;0.0;2.0;606.4012385260781;0.0;1753.1290466919636;2.0;266.8575357054788;0.0;0.0;2.0;439.7692751896721;2.0;655.8843925404375;5.0;42.16242642347905;0.0;0.0;17.0;288.7269881826412;0.0;1032.029503704883;1
Рязань;Рязанская область;906;54.66;39.64;0.19501570796733442;1121474;12634.750635573711;48;295.8531960096249;3;361.91854688756314;10000.0;10000.0;10000.0;56.24655166090579;47.362983657417935;3106.4679812254744;1208.135141343277;56.56582790462087;3.0;56.246551661614134;0.0;0.0;407.634430963732;0.0;7594.00374675516;4.0;14.0;80.32559522932179;0.0;0.0;155.0;7.5220033782703375;0.0;1212.5165278164834;1.0;880.5401492140631;0.0;1515.8443094661554;0.0;0.0;21.0;416.4736926775715;0.0;2989.252813935993;0.0;1644.2497915043625;1.0;885.0057483384239;0.0;1431.7253276221275;1.0;685.4607494916539;0.0;1961.201683998008;0.0;2135.118434530485;0.0;1270.5398571661349;0.0;0.0;2.0;255.76148048166002;0.0;1036.2361234395469;2
Нижний Новгород;Нижегородская область;907;56.31;44.02;0.09005819907704503;3234752;12037.420545995425;89;408.54649917949183;3;10000.0;10000.0;10000.0;10000.0;41.2179914065584;303.32887293849916;13010.78920982455;724.5830681573102;22.258600674239048;24.0;75.1071181952193;0.0;13654.393688408227;238.69645406509255;1.0;972.0940105658376;35.0;13.0;291.8163675127281;10.0;66.17346860277578;120.0;138.85096499663695;1.0;834.7769922724541;7.0;363.2782438904985;0.0;1351.6235230159164;0.0;7261.5768892128735;11.0;583.1163875866769;21.0;91.92372754326048;0.0;1696.3612289113364;0.0;1664.136571087361;2.0;739.2139504499742;0.0;1037.854117482938;2.0;558.9591449937868;1.0;664.9469036472134;5.0;287.909217398364;0.0;4542.159465208258;7.0;384.28780800575277;3.0;515.6790365860631;0
Екатеринбург;Свердловская область;908;56.8;60.51;0.38734761718254684;1468833;13880.74414104225;161;398.29486876540136;4;416.4772754969449;10000.0;10000.0;10000.0;65.9342857086811;726.4992088430445;9115.433324519714;2016.3581159246933;29.74078938412341;6.0;218.06727567289028;33.0;26.199407338361954;76.44447827921195;6.0;377.513958659656;23.0;14.0;150.77758664994317;0.0;3002.678663021205;69.0;24.21161065626364;2.0;756.5550547501216;0.0;2029.3693767718923;0.0;1295.3621585562685;0.0;1842.310166509385;0.0;1092.4131965147214;0.0;2920.6025892794128;1.0;609.4269006852799;0.0;2855.8830312573914;9.0;115.66863295140827;0.0;5220.000287582008;0.0;3909.058530517916;0.0;1576.307845235244;12.0;620.2450286130792;0.0;3083.4007013196865;5.0;648.6598422847893;0.0;1842.793288492677;1
Екатеринбург;Свердловская область;909;56.84;60.64;0.2494644253114986;1468833;29017.78988094345;161;425.85725020112693;6;361.74795128646053;202.75672342267185;10000.0;10000.0;242.84672074611055;55.451134804107035;3213.651997951441;429.3909284401187;36.02336686017993;22.0;59.58231461404457;0.0;2808.2680246017135;109.08983688364016;1.0;110.33759222849787;76.0;29.0;198.32968617481842;16.0;211.9558250124324;180.0;120.90003540014696;0.0;1243.2071762636556;4.0;646.497317563563;5.0;102.4434455822662;0.0;9584.497498417262;3.0;486.8553409325407;15.0;356.1850425251604;0.0;1319.8085679512828;0.0;1708.8814534632636;19.0;83.43608080851352;1.0;411.63731671641887;12.0;515.3966390254557;8.0;217.47880324276002;15.0;185.3434346745377;0.0;2383.1164811057397;25.0;157.73466280955924;3.0;508.64419151395765;0
Тамбов;Тамбовская область;910;52.7;41.47;0.07361220829454711;1033552;15695.5069075448;35;593.9970112869353;4;446.93298309493684;516.9899466773311;10000.0;10000.0;985.5548002151927;56.744661353634434;0.0;2839.128468626752;40.19759463824276;9.0;199.6502660405146;0.0;0.0;174.05696257452828;0.0;1973.1479095669351;31.0;19.0;46.3527815893709;0.0;0.0;162.0;2.5353399661464717;424.0;74.22685941539538;0.0;2470.9473133314527;0.0;4812.959792252374;0.0;0.0;0.0;1404.5115232484036;0.0;1518.4615116408268;0.0;2421.56618384455;1.0;544.4455184642774;1.0;416.3773750933048;0.0;0.0;2.0;301.7896337191234;0.0;2549.183798076408;2.0;321.30280739014256;0.0;0.0;3.0;182.20425678638168;1.0;411.11210560707565;1
Рязань;Рязанская область;911;54.69;39.64;0.18959900000000118;1121474;8377.425030685506;48;567.5317819198203;1;507.22658148394447;2455.3550276316464;10000.0;10000.0;81.02106144405056;1018.6932727019354;4780.207530779256;3392.3042156856804;800.9257672740565;0.0;1228.4835057656144;0.0;0.0;775.6770677187047;0.0;8986.010019034644;3.0;3.0;278.018108351072;0.0;0.0;30.0;69.03988016205072;31.0;523.1955986859665;3.0;629.905723576306;0.0;3924.638385904829;0.0;0.0;1.0;784.8604025080454;0.0;5274.07775800878;0.0;4238.190465633657;0.0;2967.675073866762;1.0;379.6518908666652;0.0;3265.9791144675605;0.0;3773.3918323977546;0.0;4199.818131513622;0.0;2161.931337600094;0.0;0.0;0.0;1081.362814290974;0.0;1314.7644313371245;2
Трехгорный;Челябинская область;912;54.82;58.44;3.1413069592129883;32355;;1;962.3049733948598;1;10000.0;70.27213416409795;10000.0;10000.0;135.14904694531182;238.06009112219917;0.0;1188.9030262656;33.475888556833205;12.0;238.06009112202244;0.0;0.0;68.39934017752273;0.0;0.0;61.0;21.0;276.81257172654824;0.0;0.0;7.0;625.9826807524366;0.0;0.0;12.0;32.88225199484296;0.0;0.0;0.0;0.0;0.0;1236.4176555676331;1.0;340.6191725977013;2.0;795.0081696456868;1.0;553.0847880709514;2.0;669.1996849154885;0.0;0.0;2.0;751.0217042473922;2.0;971.8072920310384;2.0;464.84427348946406;0.0;0.0;5.0;621.9023292442863;0.0;1040.2455016169747;0
Донской;Тульская область;913;54.03;38.4;0.7303075758528021;63631;15891.355066862998;5;920.0015352026581;1;2633.4007620438556;74.53485389435639;10000.0;10000.0;29.328805851000915;1913.8677004622186;5541.1792070872425;8561.766210620835;30.477879088321643;0.0;5551.898592793862;0.0;0.0;41.517482512927366;0.0;0.0;17.0;8.0;77.40849752709653;0.0;0.0;0.0;5299.283102856363;11.0;476.1720933903348;0.0;6668.27811003691;0.0;7695.976616670752;0.0;0.0;5.0;533.9002464133962;0.0;7358.654049923614;0.0;6908.140956520228;1.0;111.57018513750609;0.0;6405.41546415138;0.0;7551.748444530957;0.0;7494.640334744521;0.0;5873.617414214774;0.0;5645.6839283953;0.0;0.0;1.0;652.9860882971502;0.0;1954.0672933002047;1
Кстово;Нижегородская область;914;56.15;44.2;0.26296510777098137;67723;8756.34011214378;10;442.3517817139434;3;194.04527282323522;998.7546814312783;10000.0;10000.0;348.3286674083063;71.61897015672041;0.0;2714.616157386733;31.645430795472304;13.0;71.61897015672041;0.0;0.0;115.23710914681637;1.0;589.6562185002969;46.0;17.0;204.48861536503136;0.0;0.0;234.0;12.777134446233791;0.0;1791.3515958126382;0.0;4172.782653424596;0.0;1571.395077389061;0.0;0.0;3.0;767.1060329402983;5.0;282.0003326432527;1.0;822.1534863254601;3.0;579.5153417091564;2.0;90.66287878165986;0.0;0.0;0.0;0.0;1.0;577.9321216581396;0.0;1554.6503443901188;0.0;0.0;20.0;116.18658613927387;0.0;1687.8875753456016;1
Белгород;Белгородская область;915;50.6;36.61;0.06490273394087466;1549876;23809.615522713353;24;639.8238260930406;2;194.363119510967;435.74389920864473;10000.0;10000.0;372.4365570755928;32.40000109924255;5417.166274335498;478.65695235636076;28.96007915489708;13.0;113.54496381442353;0.0;0.0;47.34384660678468;5.0;193.1584621213253;35.0;4.0;493.5046462060063;0.0;4696.815954392785;148.0;2.428153035268436;596.0;155.761295170929;7.0;490.925409247922;0.0;1425.2853499161206;0.0;8544.440864039878;0.0;1454.1882180506375;48.0;351.6179771320067;0.0;1515.1207122425772;0.0;1283.324605046666;2.0;268.14682613830007;0.0;1460.2672673009326;0.0;1117.8702426813986;1.0;622.8268403923566;2.0;492.7953809954449;0.0;0.0;4.0;581.3602474395105;1.0;985.4858836622386;2
Челябинск;Челябинская область;916;55.14;61.39;0.21229427618285807;1202371;7283.0272181229175;198;718.4445114978801;6;10000.0;10000.0;10000.0;10000.0;58.93249285553444;575.0921417767967;9371.338570694576;50.0495500602638;47.361913046938845;12.0;79.94386092309051;0.0;0.0;211.89681321651443;0.0;0.0;28.0;11.0;66.25685253146712;8.0;501.5093807086748;20.0;176.4802252951322;6.0;422.8614537091794;1.0;367.83239001934237;2.0;489.0474413646041;0.0;7967.498171010115;0.0;1435.2409638123956;0.0;1394.50003405445;0.0;1777.7955289636893;1.0;860.6911925055;0.0;1212.1460115624957;0.0;1558.1375783254318;0.0;1266.6537146143662;6.0;412.97738793904176;4.0;696.5319645072252;0.0;3046.0673272688337;3.0;664.8802100660957;6.0;659.0881459037142;0
Тольятти;Самарская область;917;53.51;49.42;0.9138450998287377;707408;48525.82864352736;37;499.9950000001768;4;89.57974584118537;330.35377970325715;10000.0;10000.0;308.54642260987737;246.15364107713845;8345.990423859172;22.867073440934742;23.82648878006269;12.0;49.884944926354294;0.0;0.0;138.4062232653417;0.0;7509.295993419469;54.0;23.0;136.1203032018413;0.0;0.0;185.0;3.226897592635882;296.0;551.0204999580674;35.0;559.675829971586;0.0;1996.477576162036;0.0;1127.7945423157942;1.0;547.9203504297374;0.0;1285.5717557304433;0.0;5156.872300552614;1.0;874.7557347419465;11.0;31.302843920099768;0.0;5150.7662373790445;1.0;115.77775465708434;1.0;441.07024817408546;3.0;189.95115535930847;0.0;0.0;7.0;300.02026292541717;0.0;1073.517982690282;1
Сергиев Посад;Московская область;918;56.29;38.12;0.44747541103953953;103444;20759.41871457308;10;792.0046748605921;1;268.5094476253115;357.8018039046366;10000.0;10000.0;410.101431232507;52.020655401803005;3538.808348122289;261.8532517148002;66.00122596104598;3.0;404.7493773548674;0.0;0.0;248.83107762087482;0.0;1349.5380664473566;14.0;11.0;138.11841406068032;0.0;0.0;114.0;17.402431252604934;424.0;176.72000617668385;3.0;527.8756515273938;0.0;0.0;0.0;0.0;40.0;481.8451707085765;0.0;2904.1673251841216;0.0;1258.4051761875178;1.0;378.49514759112253;2.0;281.5235264724;0.0;0.0;1.0;563.3765498162453;0.0;1091.9874704869783;1.0;566.4794851228803;0.0;0.0;9.0;291.33688824655064;1.0;736.2239112847783;1
