id,home_player_1,home_player_2,home_player_3,home_player_4,home_player_5,home_player_6,home_player_7,home_player_8,home_player_9,home_player_10,home_player_11,away_player_1,away_player_2,away_player_3,away_player_4,away_player_5,away_player_6,away_player_7,away_player_8,away_player_9,away_player_10,away_player_11,B365H,B365D,B365A,BWH,BWD,BWA,IWH,IWD,IWA,LBH,LBD,LBA,PSH,PSD,PSA,WHH,WHD,WHA,SJH,SJD,SJA,VCH,VCD,VCA,GBH,GBD,GBA,BSH,BSD,BSA,year,win_team
0,25524,30668,27293,37787,25565,30598,30749,30987,21164,30496,30764,36029,25948,27425,26588,39997,36057,14533,27412,29257,36390,31936,1.44,4.2,7.5,1.4,4.15,7.0,1.4,4.0,6.5,1.44,3.6,6.5,0.0,0.0,0.0,1.4,3.75,7.0,1.4,4.33,8.5,1.45,3.75,6.5,1.44,3.75,8.0,1.44,3.75,7.0,2008,1
1,41671,18823,25526,46078,25587,181995,175646,177874,50189,32748,39540,37503,22283,18880,26223,33816,166509,15732,39487,36121,42437,39232,1.91,3.3,4.5,1.85,3.3,4.4,1.9,3.3,4.0,1.85,3.4,4.2,1.93,3.58,4.46,1.95,3.1,4.5,0.0,0.0,0.0,1.87,3.4,4.75,0.0,0.0,0.0,0.0,0.0,0.0,2016,0
2,46704,193807,426878,185625,426873,79747,25560,39999,278341,179866,30679,46705,202633,26138,128456,26399,355901,93466,154233,210142,40659,18576,2.4,3.1,3.2,2.5,3.1,2.85,2.5,3.15,2.75,2.4,3.1,3.1,2.49,3.12,3.3,2.5,3.0,3.1,0.0,0.0,0.0,2.45,3.12,3.3,0.0,0.0,0.0,0.0,0.0,0.0,2015,0
3,41301,166679,280083,33605,426174,181054,240478,39578,521204,289251,277444,185618,36849,210138,281861,293003,522746,559063,39871,418105,145061,277335,1.57,3.8,6.0,1.55,4.0,5.75,0.0,0.0,0.0,1.57,3.8,5.5,1.66,3.92,5.79,1.6,3.75,5.0,0.0,0.0,0.0,1.62,3.9,5.75,0.0,0.0,0.0,0.0,0.0,0.0,2015,1
4,69650,32870,30890,30602,93484,29581,182223,78324,30352,184360,23264,32496,24658,24531,40132,111930,115681,24656,21864,357880,212714,8922,2.3,3.3,3.5,2.35,3.1,3.1,2.1,3.3,3.3,2.25,3.2,3.6,2.33,3.16,3.63,2.38,2.88,3.4,2.2,3.2,3.5,2.3,3.1,3.7,0.0,0.0,0.0,0.0,0.0,0.0,2014,1
5,26335,165583,156716,291642,173955,292888,40657,201939,290022,26199,112012,30900,210683,46448,46892,112935,154232,184591,94321,154229,131991,181197,2.1,3.2,3.6,2.2,3.1,3.4,2.2,3.1,3.3,2.25,3.2,3.2,2.2,3.29,3.75,2.1,3.25,3.6,2.1,3.2,3.4,2.2,3.25,3.8,0.0,0.0,0.0,0.0,0.0,0.0,2013,0
6,30742,26154,77741,56916,26107,32575,26160,107417,35407,37950,26332,41301,41315,40016,89475,41216,56972,26051,180292,111787,40758,41240,1.44,4.0,8.0,1.48,3.9,6.75,1.4,4.1,7.0,1.4,3.75,7.0,0.0,0.0,0.0,1.44,4.2,7.5,1.44,4.0,7.5,1.5,4.2,8.0,1.45,3.75,7.5,1.44,3.8,7.5,2011,1
7,46531,31303,45237,37427,38025,45749,2805,214449,282470,215927,96652,113695,185123,230993,70812,40599,107930,182928,150872,37441,30663,58294,1.95,3.5,3.75,1.95,3.6,3.6,2.0,3.3,3.3,2.0,3.4,3.0,1.96,3.58,4.32,2.0,3.2,4.0,2.0,3.4,3.8,1.95,3.7,3.9,1.95,3.6,3.6,2.0,3.4,3.6,2012,1
8,210164,41122,33812,26118,26216,46243,38253,564856,155623,42693,213319,11319,191788,30457,94549,147614,148830,67890,231199,290022,70074,39139,3.0,3.2,2.5,2.95,3.1,2.62,3.1,3.1,2.3,3.1,3.0,2.4,2.97,3.06,2.73,2.9,3.0,2.62,0.0,0.0,0.0,3.0,3.1,2.7,0.0,0.0,0.0,0.0,0.0,0.0,2014,1
9,27433,36035,40093,24167,27436,27349,425962,212875,115847,194533,177720,114737,26618,27425,26660,240348,37319,243829,114650,35997,215170,95094,2.5,3.3,2.8,2.35,3.4,2.9,2.3,3.2,3.0,2.37,3.4,2.87,2.56,3.37,3.0,2.5,3.3,2.8,2.38,3.3,2.8,2.5,3.4,2.9,0.0,0.0,0.0,0.0,0.0,0.0,2013,0
10,186054,77690,11736,24216,24846,101192,24006,32705,215384,193859,181276,35496,425255,114268,26552,362694,23792,46008,279490,37234,109491,39225,1.83,3.7,4.75,1.8,3.4,4.5,1.75,3.5,4.5,1.8,3.5,4.5,1.85,3.73,4.69,1.83,3.4,4.5,1.8,3.6,4.5,1.87,3.7,4.6,0.0,0.0,0.0,0.0,0.0,0.0,2013,1
11,33018,33756,70891,34104,41167,30271,37449,37447,37441,31045,37452,33731,74403,74404,74663,37622,37419,38581,75239,46384,45605,75310,2.0,3.3,3.75,1.9,3.25,3.75,1.8,3.4,4.3,1.8,3.2,4.0,0.0,0.0,0.0,2.0,3.4,3.75,2.0,3.4,3.75,1.9,3.3,3.75,1.95,3.35,3.75,1.91,3.4,3.6,2009,1
12,11336,280134,179783,419238,36849,26078,105680,280968,364813,38777,120110,305248,291929,5272,201102,257843,213799,32760,561604,512730,94008,277772,1.8,3.75,4.2,1.75,3.7,4.33,1.75,3.5,4.5,1.75,3.6,4.33,1.8,3.91,4.7,1.75,3.75,4.0,0.0,0.0,0.0,1.75,3.9,4.5,0.0,0.0,0.0,0.0,0.0,0.0,2015,0
13,30859,31306,23783,52133,46010,25923,30675,51553,41468,30679,30822,25156,11736,41071,111865,35472,101192,28901,38254,106228,49825,41061,1.25,6.0,12.0,1.25,5.5,11.5,1.22,5.3,11.0,1.25,5.5,12.0,0.0,0.0,0.0,1.29,5.0,12.0,1.29,5.25,12.0,1.3,5.75,13.0,1.25,5.5,11.0,1.22,5.5,13.0,2012,1
14,39567,30906,27679,40621,19352,40686,37541,27599,33816,96540,27657,27658,42308,73841,24792,199833,41930,190872,41475,39450,73845,32749,1.91,3.4,4.0,1.88,3.3,4.25,1.75,3.4,4.3,1.91,3.4,4.0,0.0,0.0,0.0,1.85,3.5,4.2,1.83,3.5,4.33,1.95,3.5,4.33,1.85,3.25,4.25,1.85,3.3,4.2,2012,1
15,210164,41122,156716,26216,42693,131991,155623,38253,40758,40197,564856,41097,26162,41198,159882,26236,264085,35499,26238,179845,26374,46349,3.6,3.1,2.25,3.3,3.1,2.25,3.2,3.2,2.2,3.5,3.2,2.2,3.6,3.18,2.32,3.2,3.2,2.3,0.0,0.0,0.0,3.7,3.13,2.3,0.0,0.0,0.0,0.0,0.0,0.0,2015,1
16,17869,198099,72543,69030,13551,9086,277935,196824,212896,34264,14658,32633,36641,94419,178435,429655,179375,429659,69258,31325,13383,141733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,1
17,75195,75199,75206,38561,74435,75216,38008,150498,38550,38526,102002,30657,30962,25921,34520,30670,30834,23988,18814,30878,30655,25759,6.5,3.6,1.57,6.35,3.5,1.52,5.5,3.5,1.55,4.5,3.5,1.62,0.0,0.0,0.0,5.5,3.5,1.53,6.0,3.75,1.6,6.0,3.4,1.55,6.0,3.6,1.6,5.5,3.6,1.62,2009,0
18,26002,560852,62358,109649,299572,26539,438572,304000,503629,37139,26675,47532,31731,109647,212370,101042,279107,42704,417818,45860,20645,243500,1.36,5.25,7.0,1.34,5.0,7.5,1.35,4.5,7.3,1.4,4.75,7.0,1.45,4.97,7.38,1.29,5.0,8.5,0.0,0.0,0.0,1.4,5.0,7.5,0.0,0.0,0.0,0.0,0.0,0.0,2016,0
19,112978,13518,71399,36388,94685,178818,303912,27427,73167,129944,144993,41087,116645,169569,78314,80229,240367,212915,179491,469763,204169,69008,1.14,8.5,17.0,1.14,7.75,15.5,1.15,7.0,15.0,1.13,9.0,21.0,1.14,10.0,21.5,1.14,7.5,21.0,0.0,0.0,0.0,1.12,10.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,2016,1
20,27667,155268,50055,39732,42650,37499,40757,26784,39539,37457,25337,35644,30906,27679,37508,27693,46374,30940,73034,37541,109121,40686,2.75,3.1,2.63,2.6,3.1,2.65,2.5,3.1,2.8,2.4,3.0,2.7,0.0,0.0,0.0,2.6,3.0,2.62,2.7,3.1,2.7,2.75,3.0,2.62,2.7,3.0,2.65,2.6,3.1,2.62,2010,1
21,50065,93485,157288,26155,150869,210128,33128,210122,67890,210406,18734,185618,165583,156716,41121,291642,40657,496285,147351,132809,112012,26199,1.83,3.25,4.75,1.78,3.3,5.0,1.8,3.4,4.35,1.83,3.4,4.5,1.83,3.44,5.27,1.8,3.5,4.5,1.8,3.5,4.33,1.83,3.6,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,1
22,37193,121642,26503,26671,40863,26781,67958,110156,17761,116750,46104,184621,37180,23144,26709,110146,21657,45483,104002,42706,112119,78409,1.25,5.25,13.0,1.3,4.55,8.75,1.2,5.0,10.0,1.22,5.0,10.0,0.0,0.0,0.0,1.25,5.0,11.0,1.25,5.0,13.0,1.22,5.0,13.0,1.3,4.75,8.5,1.25,5.0,10.0,2010,1
23,30455,46403,30354,38697,40006,23760,34182,24656,25421,31097,23949,30660,37442,30617,25984,414792,37139,30618,38818,30889,37920,24635,3.5,3.3,2.1,3.65,3.2,1.95,3.2,3.1,2.1,3.2,3.2,2.0,0.0,0.0,0.0,3.5,3.3,2.1,3.6,3.4,2.05,3.35,3.5,2.15,3.6,3.35,2.05,3.4,3.2,2.1,2008,1
24,37623,12766,22928,257855,213695,73078,102612,369800,196188,37654,40958,37656,213814,193223,172147,99333,74747,75004,270774,165607,43372,10348,2.0,3.5,3.6,2.0,3.5,3.6,2.0,3.5,3.4,2.15,3.5,3.2,2.12,3.63,3.66,2.15,3.1,3.6,2.1,3.4,3.5,2.1,3.5,3.6,2.0,3.5,3.6,2.05,3.3,3.4,2013,1
25,178778,240837,10950,66929,23587,37087,188498,27512,27352,16678,46700,27358,13518,20396,36388,94685,178818,30707,43319,144993,94652,93447,5.5,4.0,1.57,5.75,3.7,1.6,5.0,3.6,1.6,6.0,3.8,1.57,0.0,0.0,0.0,5.5,4.0,1.6,6.5,3.75,1.57,6.5,4.2,1.57,6.0,3.75,1.55,5.5,4.0,1.57,2011,0
26,35626,24970,39643,27719,37515,109298,25818,111862,39232,41542,50047,27558,21982,39185,41942,17836,39428,19436,39701,39200,42325,24456,1.72,3.3,5.5,1.7,3.1,5.25,1.7,3.3,5.3,1.67,3.3,4.5,0.0,0.0,0.0,1.67,3.1,5.0,1.67,3.5,5.5,1.67,3.2,5.5,1.73,3.25,5.5,1.73,3.3,5.0,2009,1
27,41466,33733,30752,113672,40599,37480,38433,42479,37436,25986,38699,33764,33025,33027,182224,191136,37410,33024,96619,150832,179772,33030,1.8,3.6,4.33,1.7,3.6,4.6,1.75,3.4,4.3,1.8,3.5,4.5,0.0,0.0,0.0,1.83,3.3,4.5,1.83,3.5,4.33,1.83,3.75,4.6,1.8,3.5,4.25,1.8,3.5,4.33,2010,1
28,532942,185123,257855,209922,358138,165706,46836,107930,498033,246438,452243,192064,183449,420568,406257,38148,75004,482331,710807,210065,186121,111975,1.95,3.5,4.0,1.95,3.5,3.75,2.2,3.2,3.2,2.0,3.5,3.6,1.99,3.86,3.86,2.05,3.5,3.5,0.0,0.0,0.0,2.0,3.8,3.75,0.0,0.0,0.0,0.0,0.0,0.0,2016,1
29,30989,34305,39774,30492,150466,30460,30930,30905,30878,25597,30549,30720,39555,32752,80562,39549,30721,30731,32751,30612,39447,30743,2.5,3.1,2.9,2.55,3.15,2.7,2.6,3.2,2.6,2.38,3.0,2.75,0.0,0.0,0.0,2.5,3.0,2.75,2.6,3.0,2.88,2.5,3.0,2.88,2.5,3.1,2.8,2.5,3.2,2.75,2010,1
30,40963,208077,174321,156551,157865,101103,39631,163824,40964,96838,51360,416175,11796,167412,186531,242892,478988,240235,112881,11743,478987,164479,1.17,7.5,13.0,1.14,7.0,15.5,1.15,6.0,13.0,1.15,6.5,18.0,1.19,7.65,17.56,1.18,6.0,13.0,1.17,7.5,12.0,1.17,7.5,18.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,1
31,27667,42600,50055,42396,37499,40757,26784,42650,39539,11685,39350,27697,41667,24793,33414,25338,24453,27702,39198,41661,24549,32748,2.88,3.0,2.63,2.75,3.05,2.55,2.65,3.1,2.6,2.5,3.0,2.6,0.0,0.0,0.0,2.7,3.0,2.55,2.88,3.0,2.6,2.88,3.0,2.5,2.8,3.1,2.5,2.7,3.1,2.62,2009,1
32,36374,36394,109897,23818,26348,30966,24223,37169,41475,34543,119351,30660,34036,30617,22764,47547,38818,95327,37139,30618,24800,30853,6.5,4.0,1.53,6.25,3.95,1.45,6.0,3.7,1.55,6.0,3.75,1.57,0.0,0.0,0.0,6.5,3.8,1.53,6.5,4.0,1.53,6.5,3.6,1.53,6.0,4.0,1.5,6.0,3.75,1.57,2009,0
33,33914,32969,109786,32457,166065,32555,23660,190851,35587,192856,25411,23141,33913,32968,34239,470412,32931,8925,40624,25166,24575,17606,1.7,3.6,5.0,1.7,3.5,4.75,1.7,3.4,4.3,1.73,3.5,5.0,0.0,0.0,0.0,1.8,3.6,4.4,1.8,3.5,4.33,1.73,3.75,5.0,1.7,3.5,4.5,1.8,3.5,4.33,2011,1
34,49586,68253,171698,31290,33338,237542,530859,343748,425963,95082,49825,40094,298823,95081,42297,229759,196311,166452,40108,212881,36084,31906,1.75,3.75,4.75,1.8,3.75,4.4,1.75,3.5,4.5,1.75,3.6,4.5,1.84,3.87,4.58,1.83,3.4,4.5,0.0,0.0,0.0,1.8,3.9,4.4,0.0,0.0,0.0,0.0,0.0,0.0,2015,1
35,41618,278815,449232,114025,33579,469701,207236,58351,37357,94916,25819,49586,31290,68253,171698,33338,266523,237542,172887,425963,49825,530859,2.15,3.5,3.3,2.3,3.4,3.1,2.2,3.3,3.1,2.15,3.4,3.25,2.22,3.64,3.39,2.25,3.1,3.4,0.0,0.0,0.0,2.2,3.6,3.3,0.0,0.0,0.0,0.0,0.0,0.0,2015,1
36,105828,22283,39440,19285,39763,178603,24502,24516,245572,30709,42491,42692,39419,150670,34008,46820,210932,41432,155257,39391,41269,161660,2.3,3.3,3.1,2.5,3.2,2.85,2.4,3.2,2.85,2.4,3.3,2.9,2.5,3.31,3.15,2.5,3.1,3.0,2.4,3.13,2.88,2.5,3.3,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,0
37,41301,110878,33605,426174,46458,521204,39578,181054,170316,17703,79247,279874,119117,171338,277848,33620,111787,166917,659463,242719,303334,202562,2.5,3.4,2.7,2.35,3.3,2.9,2.3,3.3,2.9,2.4,3.3,2.8,2.54,3.48,2.91,2.38,3.3,2.75,0.0,0.0,0.0,2.5,3.5,2.75,0.0,0.0,0.0,0.0,0.0,0.0,2015,0
38,40959,31303,23947,41226,476766,37548,163827,172875,356069,164128,159598,164430,620765,361751,242901,361723,470539,191774,70513,470362,361311,164334,2.38,3.2,3.0,2.4,3.0,3.0,2.4,3.1,2.7,2.4,2.9,3.0,2.45,3.26,3.17,2.45,2.9,3.0,0.0,0.0,0.0,2.45,3.2,3.1,0.0,0.0,0.0,0.0,0.0,0.0,2015,0
39,39989,20482,94043,26357,30457,30695,33468,35499,32572,39991,26374,26241,11323,30823,26136,39996,26251,26261,39993,26199,115429,39994,1.85,3.2,4.75,1.85,3.35,4.1,1.9,3.2,4.1,1.83,3.0,4.0,0.0,0.0,0.0,1.83,3.2,4.2,1.8,3.25,5.0,1.8,3.3,4.33,1.85,3.2,4.25,1.85,3.2,4.2,2009,1
40,26547,110116,37965,26470,26661,26664,45944,26455,26492,186136,150119,37206,45496,42704,37195,47192,3441,97470,188557,26686,5662,178506,1.73,3.5,4.33,1.65,4.0,4.1,1.6,3.6,4.3,1.67,3.4,4.33,0.0,0.0,0.0,1.62,3.75,4.8,1.67,4.2,4.5,1.75,3.6,4.6,1.7,3.6,4.25,1.73,3.75,4.33,2011,1
41,30622,38711,23921,30739,24136,23927,30849,23913,23916,19020,34947,36286,26108,34418,24216,23953,34036,24373,24653,24747,40987,30830,2.0,3.25,4.0,1.9,3.2,3.8,2.0,3.1,3.9,2.0,3.2,3.2,0.0,0.0,0.0,2.0,3.2,4.0,2.0,3.2,4.0,2.0,3.2,3.8,2.0,3.2,3.75,2.0,3.25,4.0,2009,1
42,299380,171791,41060,109191,609711,35451,37294,244525,98959,23117,212896,47559,98057,171094,32844,32419,118897,118896,119435,25416,31916,32465,5.75,4.0,1.57,4.75,3.5,1.65,4.3,3.4,1.75,5.0,3.75,1.67,6.01,4.1,1.61,5.5,3.6,1.67,0.0,0.0,0.0,6.0,4.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,2015,0
43,27659,20482,42168,94043,25525,24132,41174,33782,129391,37429,26392,279175,210400,185067,37280,40017,93347,210404,103869,210405,279178,93356,1.25,5.5,12.0,1.25,5.25,12.5,1.28,4.8,10.0,1.22,5.0,9.0,0.0,0.0,0.0,1.25,5.5,12.0,1.27,5.25,12.0,1.25,6.0,15.0,1.25,5.0,12.0,1.25,5.5,10.0,2011,1
44,39415,28907,18823,39541,37768,56992,42901,18590,39706,96534,39271,27667,42600,39732,42396,42650,37499,26784,42601,39539,11685,39350,1.91,3.2,4.33,1.95,3.2,3.9,1.9,3.3,3.9,1.83,3.0,4.0,0.0,0.0,0.0,1.83,3.25,4.2,1.8,3.3,4.8,1.83,3.25,4.5,1.95,3.2,4.0,1.91,3.2,4.0,2009,0
45,209422,40153,38322,157901,38249,109648,26455,109061,26612,34334,38612,38341,26683,240788,178788,26526,45917,26653,37806,106474,150203,179239,1.29,5.0,11.0,1.3,5.0,9.0,1.3,4.2,8.0,1.29,4.5,8.0,0.0,0.0,0.0,1.3,5.0,8.5,1.33,5.0,9.0,1.29,5.5,12.0,1.3,5.0,8.5,1.3,4.75,10.0,2012,0
46,27488,43208,36000,36806,27331,127945,25628,27420,43061,178812,36774,27433,36934,27438,36010,26440,38178,33772,113340,178818,37042,141161,1.85,3.4,4.33,1.91,3.4,4.33,1.8,3.4,4.0,1.8,3.3,3.75,0.0,0.0,0.0,1.91,3.5,4.0,1.83,3.6,4.5,1.91,3.5,4.5,1.9,3.4,3.9,1.91,3.3,4.0,2010,1
47,115184,210185,215798,359188,30911,39990,37549,41332,164684,239259,27430,26126,291642,26118,40657,147351,132809,497763,165583,33446,26199,154280,1.22,6.0,13.0,1.22,6.25,11.5,1.25,5.5,10.3,1.2,6.5,13.0,1.24,6.37,15.69,1.25,6.0,10.0,1.22,5.75,11.0,1.25,6.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,1
48,31293,72541,38703,149962,40740,39978,41232,40964,26336,39987,95955,27659,40730,42168,94043,30457,26419,24132,33782,129391,37429,26392,2.25,3.2,3.2,2.4,3.1,3.0,2.25,3.1,3.0,2.25,2.88,3.0,0.0,0.0,0.0,2.3,3.3,3.1,2.3,3.2,3.25,2.38,3.2,3.4,2.25,3.1,3.2,2.2,3.2,3.25,2011,1
49,56829,30474,39726,35244,43341,39444,39334,25594,21446,27657,25598,39401,31938,30453,30928,24130,33337,33782,30682,30747,39447,38717,2.5,3.1,2.9,2.4,3.1,2.95,2.4,3.1,2.8,2.38,3.25,3.0,0.0,0.0,0.0,2.4,3.2,3.0,2.5,3.0,3.0,2.5,3.25,3.1,2.45,3.1,2.9,2.4,3.25,2.88,2010,0
50,30989,34305,22984,30492,150466,30460,30930,26852,25597,30549,33639,42502,27672,103266,24403,39763,41404,24405,39222,42091,41411,34633,1.36,4.33,7.5,1.35,4.35,8.75,1.35,4.5,8.5,1.3,4.33,8.0,0.0,0.0,0.0,1.33,4.5,8.0,1.4,4.33,9.0,1.33,4.5,9.0,1.37,4.33,8.5,1.4,4.2,7.5,2010,1
51,30900,210683,424918,46448,26264,154232,46653,94321,14593,89476,159839,11319,41189,473858,30457,444000,210390,70074,352887,231199,39139,102699,2.1,3.4,3.4,2.05,3.4,3.5,2.1,3.2,3.4,2.1,3.25,3.5,2.23,3.36,3.58,2.15,3.4,3.3,2.1,3.3,3.25,2.25,3.4,3.5,0.0,0.0,0.0,0.0,0.0,0.0,2014,0
52,184621,37180,26652,23144,110146,104002,30295,26901,42706,112119,78409,37216,26618,37211,45852,110138,114688,31205,26445,118434,118843,41295,4.2,3.75,1.8,3.95,3.4,1.8,3.4,3.4,1.8,3.75,3.2,1.83,0.0,0.0,0.0,4.0,3.4,1.8,4.5,3.6,1.73,4.33,3.5,1.73,4.0,3.4,1.8,4.0,3.4,1.8,2010,1
53,164430,361723,24590,22421,22128,42352,301634,210065,97512,70513,165889,128083,45316,164221,164323,362261,149949,150025,37580,19264,95230,204212,3.0,3.25,2.38,2.95,3.2,2.35,2.8,3.1,2.3,2.9,2.9,2.4,3.08,3.18,2.59,2.8,3.2,2.38,2.88,3.25,2.38,3.0,3.25,2.5,0.0,0.0,0.0,0.0,0.0,0.0,2013,0
54,42710,45488,45485,163227,179047,104010,33684,26519,38246,46291,45830,26576,92527,30602,41462,30654,26539,24123,109638,37185,27327,26590,5.0,3.6,1.7,5.3,3.25,1.65,3.9,3.3,1.75,4.33,3.2,1.73,0.0,0.0,0.0,5.0,3.6,1.62,4.5,3.6,1.73,4.5,3.4,1.7,4.5,3.4,1.7,4.5,3.4,1.73,2009,0
55,37439,127370,33849,33856,33893,5243,37631,38433,56686,25574,33028,96613,75239,74663,6864,74435,113627,40049,41469,11555,46384,43329,1.73,3.6,4.75,1.8,3.45,4.25,1.8,3.4,4.3,1.73,3.2,4.33,0.0,0.0,0.0,1.7,3.6,4.33,1.8,3.25,4.5,1.75,3.25,5.0,1.75,3.6,4.33,1.8,3.3,4.2,2009,1
56,96836,193805,361379,240935,45280,98361,522765,605507,163839,360510,684552,301804,209503,361700,23947,476766,24385,356069,358759,281205,164128,303935,2.38,3.25,3.0,2.3,3.1,3.1,2.4,3.0,2.9,2.38,3.3,2.9,2.45,3.47,3.04,2.38,3.2,2.8,0.0,0.0,0.0,2.38,3.4,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2016,0
57,40094,298823,425962,278831,229759,40108,212881,166452,196311,31906,36084,42909,240537,27550,94009,555385,167008,34675,531014,171091,104646,185014,2.05,3.2,4.0,2.0,3.2,3.9,1.9,3.45,3.8,2.0,3.1,4.0,2.13,3.23,4.16,2.1,3.0,4.0,0.0,0.0,0.0,2.1,3.25,3.9,0.0,0.0,0.0,0.0,0.0,0.0,2016,1
58,177953,158234,27475,145561,155534,119838,30530,38647,27478,355357,170775,27299,27303,36183,38432,282691,30894,30889,177714,116772,30924,93447,13.0,7.0,1.18,11.5,6.25,1.24,10.0,6.0,1.23,12.0,6.0,1.22,14.15,7.05,1.24,12.0,6.0,1.22,0.0,0.0,0.0,15.0,7.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,2014,0
59,13033,279873,41318,195190,268394,192325,49866,422685,476771,38920,27734,41466,612755,24970,362195,288613,30598,24507,127460,72656,108808,166648,3.3,3.3,2.25,3.3,3.2,2.3,2.9,3.3,2.3,3.25,3.3,2.3,3.42,3.35,2.33,3.2,3.2,2.3,0.0,0.0,0.0,3.5,3.2,2.38,0.0,0.0,0.0,0.0,0.0,0.0,2015,0
60,41097,26162,26353,307017,40006,26051,210390,134232,237631,40018,179845,31293,210691,149962,282286,299984,23988,109298,357080,199834,473855,248689,2.45,3.25,3.0,2.5,3.1,3.1,2.3,3.1,3.1,2.4,3.2,3.0,2.43,3.35,3.18,2.5,3.1,3.0,0.0,0.0,0.0,2.5,3.4,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,0
61,170323,38424,32675,56678,41167,37631,33635,184533,39792,22543,19243,33018,111190,181548,410656,33893,24385,151079,43294,33761,75474,37446,1.29,5.5,10.0,1.25,5.75,10.5,1.3,5.0,9.0,1.3,5.5,9.0,1.29,5.96,12.56,1.29,5.5,10.0,1.29,5.5,11.0,1.29,5.75,13.0,1.25,5.75,10.5,1.3,5.25,9.0,2012,1
62,37656,213814,474673,309334,34104,40501,75004,256727,161015,96509,39711,37421,102620,33959,282676,47565,102622,38540,75342,99047,184138,46289,2.9,3.4,2.38,2.75,3.4,2.45,3.3,3.3,2.1,3.0,3.4,2.3,2.92,3.65,2.47,3.0,3.0,2.5,3.2,3.5,2.2,3.0,3.6,2.4,0.0,0.0,0.0,0.0,0.0,0.0,2013,1
63,78904,46232,26245,26244,240236,240367,93994,41098,41160,157859,74838,190741,16493,303360,192770,94549,40103,26406,94550,279879,145070,210184,2.38,3.1,3.1,2.35,3.0,3.2,2.4,3.1,2.75,2.3,3.1,3.25,2.44,3.08,3.45,2.4,3.1,3.1,2.4,3.0,3.13,2.4,3.1,3.4,2.35,3.0,3.2,2.38,3.1,3.1,2012,0
64,23932,34430,23783,40128,24728,35532,24653,24372,23784,34261,23934,24527,36786,24408,24740,43259,26171,38802,25150,30352,23949,30988,2.25,3.25,3.25,2.15,3.15,3.15,2.2,3.2,3.2,2.1,3.2,3.0,0.0,0.0,0.0,2.3,3.2,3.2,2.3,3.25,3.1,2.25,3.2,3.1,2.25,3.25,3.1,2.2,3.2,3.3,2009,0
65,41618,41923,189982,128106,130667,41116,49847,132843,187666,36025,34102,67311,42258,8800,108521,67389,25809,66933,103862,34052,158253,34082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,1
66,46518,119541,40695,47418,37194,23253,109621,33881,110148,95434,30830,69650,183715,161414,139673,110947,156534,182223,78324,139671,150401,184360,2.3,3.25,3.5,2.25,3.2,3.25,2.2,3.15,3.25,2.3,3.1,3.3,2.26,3.28,3.65,2.3,3.1,3.3,2.3,3.2,3.3,2.3,3.25,3.5,0.0,0.0,0.0,0.0,0.0,0.0,2013,1
67,41066,244953,241424,502812,132111,445515,25674,355744,190493,632488,562725,237562,264686,41060,696404,306651,37294,35502,523758,41059,196865,32826,2.3,3.4,3.0,2.5,3.1,2.65,2.4,3.2,2.7,2.4,3.3,2.8,2.47,3.42,3.04,2.45,3.25,2.9,0.0,0.0,0.0,2.5,3.4,2.9,0.0,0.0,0.0,0.0,0.0,0.0,2016,0
68,38341,109647,26526,186440,26683,45917,37806,240790,179239,150203,106474,214984,26797,46078,41165,26660,27995,112471,209372,39379,70297,30503,7.0,4.33,1.44,7.0,4.5,1.4,6.0,3.9,1.4,7.0,3.75,1.4,0.0,0.0,0.0,8.0,4.5,1.33,7.5,4.5,1.4,8.0,5.0,1.4,7.0,4.33,1.4,7.0,4.5,1.4,2012,0
69,38230,40730,30457,94043,25525,30695,41174,32572,26155,39991,37554,26117,178574,26402,26399,94549,41365,26326,145070,39105,94550,127207,1.62,3.6,6.0,1.62,3.6,5.5,1.6,3.6,5.0,1.62,3.3,5.0,0.0,0.0,0.0,1.73,3.3,5.5,1.57,3.75,6.0,1.67,3.75,6.0,1.65,3.5,5.0,1.62,3.5,5.5,2011,1
70,184554,114025,26588,114044,27412,36007,207236,192625,38398,172901,30854,39566,26618,167589,27425,240348,37319,243829,114650,242308,26982,95094,2.3,3.2,3.1,2.35,3.25,3.0,2.1,3.3,3.3,2.25,3.3,3.2,2.39,3.41,3.24,2.3,3.3,3.1,2.3,3.2,3.0,2.45,3.4,3.12,2.35,3.25,3.0,2.4,3.3,2.9,2013,1
